symbol,name,industry,series,isin,exchange,trading_symbol,scrip_code,search_aliases,enabled
NDL,Nandan Denim Limited,NSE Equity,EQ,INE875G01048,NSE,NDL,,NDL INE875G01048 532641 NDL Nandan Denim Ltd,true
NDLVENTURE,NDL Ventures Limited,NSE Equity,EQ,INE353A01023,NSE,NDLVENTURE,,NDLVENTURE INE353A01023 500189 NDLVENTURE NDL Ventures Ltd,true
NDRAUTO,Ndr Auto Components Limited,NSE Equity,EQ,INE07OG01012,NSE,NDRAUTO,,NDRAUTO INE07OG01012 543214 NDRAUTO NDR Auto Components Ltd,true
NDTV,New Delhi Television Limited,NSE Equity,EQ,INE155G01029,NSE,NDTV,,NDTV INE155G01029 532529 NDTV New Delhi Television Ltd,true
NEAGI,Neelamalai Agro Industries Limited,NSE Equity,EQ,INE605D01012,NSE,NEAGI,,NEAGI INE605D01012 508670 NEAGI Neelamalai Agro Industries Ltd,true
NECCLTD,North Eastern Carrying Corporation Limited,NSE Equity,BE,INE553C01016,NSE,NECCLTD,,NECCLTD INE553C01016 534615 NECCLTD North Eastern Carrying Corporation Ltd,true
NECLIFE,Nectar Lifesciences Limited,NSE Equity,BE,INE023H01027,NSE,NECLIFE,,NECLIFE INE023H01027 532649 NECLIFE Nectar Lifesciences Ltd,true
NELCAST,Nelcast Limited,NSE Equity,EQ,INE189I01024,NSE,NELCAST,,NELCAST INE189I01024 532864 NELCAST Nelcast Ltd,true
NELCO,NELCO Limited,NSE Equity,EQ,INE045B01015,NSE,NELCO,,NELCO INE045B01015 504112 NELCO Nelco Ltd,true
NEOGEN,Neogen Chemicals Limited,NSE Equity,EQ,INE136S01016,NSE,NEOGEN,,NEOGEN INE136S01016 542665 NEOGEN Neogen Chemicals Ltd,true
NEPHROPLUS,Nephrocare Health Services Limited,NSE Equity,EQ,INE428V01029,NSE,NEPHROPLUS,,NEPHROPLUS INE428V01029 544647 NEPHROPLUS Nephrocare Health Services Ltd,true
NESCO,Nesco Limited,NSE Equity,EQ,INE317F01035,NSE,NESCO,,NESCO INE317F01035 505355 NESCO NESCO Ltd,true
NESTLEIND,Nestle India Limited,Fast Moving Consumer Goods,EQ,INE239A01024,NSE,NESTLEIND,,NESTLEIND INE239A01024 500790 NESTLEIND Nestle India Ltd,true
NETWEB,Netweb Technologies India Limited,Information Technology,EQ,INE0NT901020,NSE,NETWEB,,NETWEB INE0NT901020 543945 NETWEB Netweb Technologies India Ltd,true
NETWORK18,Network18 Media & Investments Limited,NSE Equity,EQ,INE870H01013,NSE,NETWORK18,,NETWORK18 INE870H01013 532798 NETWORK18 Network 18 Media & Investments Ltd,true
NEULANDLAB,Neuland Laboratories Limited,Healthcare,EQ,INE794A01010,NSE,NEULANDLAB,,NEULANDLAB INE794A01010 524558 NEULANDLAB Neuland Laboratories Ltd,true
NEWGEN,Newgen Software Technologies Limited,Information Technology,EQ,INE619B01017,NSE,NEWGEN,,NEWGEN INE619B01017 540900 NEWGEN Newgen Software Technologies Ltd,true
NEXTMEDIA,Next Mediaworks Limited,NSE Equity,EQ,INE747B01016,NSE,NEXTMEDIA,,NEXTMEDIA INE747B01016 532416 NEXTMEDIA Next Mediaworks Ltd,true
NFL,National Fertilizers Limited,NSE Equity,EQ,INE870D01012,NSE,NFL,,NFL INE870D01012 523630 NFL National Fertilizers Ltd,true
NGIL,Nakoda Group of Industries Limited,NSE Equity,BE,INE236Y01012,NSE,NGIL,,NGIL INE236Y01012 541418 NGIL Nakoda Group of Industries Ltd,true
NGLFINE,NGL Fine-Chem Limited,NSE Equity,EQ,INE887E01022,NSE,NGLFINE,,NGLFINE INE887E01022 524774 NGLFINE NGL Fine Chem Ltd,true
NH,Narayana Hrudayalaya Ltd.,Healthcare,EQ,INE410P01011,NSE,NH,,NH INE410P01011 539551 NH Narayana Hrudayalaya Ltd,true
NHPC,NHPC Limited,Power,EQ,INE848E01016,NSE,NHPC,,NHPC INE848E01016 533098 NHPC NHPC Ltd,true
NIACL,The New India Assurance Company Limited,Financial Services,EQ,INE470Y01017,NSE,NIACL,,NIACL INE470Y01017 540769 NIACL The New India Assurance Company Ltd,true
NIBE,NIBE Limited,NSE Equity,EQ,INE149O01018,NSE,NIBE,,NIBE INE149O01018 535136 NIBE NIBE Ltd,true
NIBL,NRB Industrial Bearings Limited,NSE Equity,EQ,INE047O01014,NSE,NIBL,,NIBL INE047O01014 535458 NIBL NRB Industrial Bearings Ltd,true
NIITLTD,NIIT Limited,NSE Equity,EQ,INE161A01038,NSE,NIITLTD,,NIITLTD INE161A01038 500304 NIITLTD NIIT Ltd,true
NIITMTS,NIIT Learning Systems Limited,NSE Equity,EQ,INE342G01023,NSE,NIITMTS,,NIITMTS INE342G01023 543952 NIITMTS NIIT Learning Systems Ltd,true
NILAINFRA,Nila Infrastructures Limited,NSE Equity,EQ,INE937C01029,NSE,NILAINFRA,,NILAINFRA INE937C01029 530377 NILAINFRA Nila Infrastructures Ltd,true
NILASPACES,Nila Spaces Limited,NSE Equity,EQ,INE00S901012,NSE,NILASPACES,,NILASPACES INE00S901012 542231 NILASPACES Nila Spaces Ltd,true
NILE,Nile Limited,NSE Equity,EQ,INE445D01013,NSE,NILE,,NILE INE445D01013 530129 NILE Nile Ltd,true
NILKAMAL,Nilkamal Limited,NSE Equity,EQ,INE310A01015,NSE,NILKAMAL,,NILKAMAL INE310A01015 523385 NILKAMAL Nilkamal Ltd,true
NIMBSPROJ,Nimbus Projects Limited,NSE Equity,BE,INE875B01015,NSE,NIMBSPROJ,,NIMBSPROJ INE875B01015 511714 NIMBSPROJ Nimbus Projects Ltd,true
NINSYS,NINtec Systems Limited,NSE Equity,BE,INE395U01014,NSE,NINSYS,,NINSYS INE395U01014 539843 NINSYS NINtec Systems Ltd,true
NIPPOBATRY,Indo-National Limited,NSE Equity,EQ,INE567A01028,NSE,NIPPOBATRY,,NIPPOBATRY INE567A01028 504058 NIPPOBATRY Indo National Ltd,true
NIRAJ,Niraj Cement Structurals Limited,NSE Equity,BE,INE368I01016,NSE,NIRAJ,,NIRAJ INE368I01016 532986 NIRAJ Niraj Cement Structurals Ltd,true
NIRAJISPAT,Niraj Ispat Industries Limited,NSE Equity,EQ,INE326T01011,NSE,NIRAJISPAT,,NIRAJISPAT INE326T01011,true
NIRLON,Nirlon Limited,NSE Equity,EQ,INE910A01012,NSE,NIRLON,,NIRLON INE910A01012 500307 NIRLON Nirlon Ltd,true
NITCO,Nitco Limited,NSE Equity,EQ,INE858F01012,NSE,NITCO,,NITCO INE858F01012 532722 NITCO Nitco Ltd,true
NITINSPIN,Nitin Spinners Limited,NSE Equity,EQ,INE229H01012,NSE,NITINSPIN,,NITINSPIN INE229H01012 532698 NITINSPIN Nitin Spinners Ltd,true
NITIRAJ,Nitiraj Engineers Limited,NSE Equity,EQ,INE439T01012,NSE,NITIRAJ,,NITIRAJ INE439T01012,true
NITTAGELA,Nitta Gelatin India Limited,NSE Equity,EQ,INE265B01019,NSE,NITTAGELA,,NITTAGELA INE265B01019 506532 NITTAGELA Nitta Gelatin India Ltd,true
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,EQ,INE995S01015,NSE,NIVABUPA,,NIVABUPA INE995S01015 544286 NIVABUPA Niva Bupa Health Insurance Company Ltd,true
NKIND,NK Industries Limited,NSE Equity,EQ,INE542C01019,NSE,NKIND,,NKIND INE542C01019 519494 NKIND NK Industries Ltd,true
NLCINDIA,NLC India Limited,Power,EQ,INE589A01014,NSE,NLCINDIA,,NLCINDIA INE589A01014 513683 NLCINDIA NLC India Ltd,true
NMDC,NMDC Limited,Metals & Mining,EQ,INE584A01023,NSE,NMDC,,NMDC INE584A01023 526371 NMDC NMDC Ltd,true
NOCIL,NOCIL Limited,NSE Equity,EQ,INE163A01018,NSE,NOCIL,,NOCIL INE163A01018 500730 NOCIL NOCIL Ltd,true
NOIDATOLL,Noida Toll Bridge Company Limited,NSE Equity,BE,INE781B01015,NSE,NOIDATOLL,,NOIDATOLL INE781B01015 532481 NOIDATOLL Noida Toll Bridge Company Ltd,true
NORBTEAEXP,Norben Tea & Exports Limited,NSE Equity,EQ,INE369C01017,NSE,NORBTEAEXP,,NORBTEAEXP INE369C01017 519528 NORBTEAEXP Norben Tea & Exports Ltd,true
NORTHARC,Northern Arc Capital Limited,NSE Equity,EQ,INE850M01015,NSE,NORTHARC,,NORTHARC INE850M01015 544260 NORTHARC Northern Arc Capital Ltd,true
NOVAAGRI,Nova Agritech Limited,NSE Equity,BE,INE02H701025,NSE,NOVAAGRI,,NOVAAGRI INE02H701025 544100 NOVAAGRI Nova Agritech Ltd,true
NOVARTIND,Novartis India Limited,NSE Equity,EQ,INE234A01025,NSE,NOVARTIND,,NOVARTIND INE234A01025 500672 NOVARTIND Novartis India Ltd,true
NPST,Network People Services Technologies Limited,NSE Equity,EQ,INE0FFK01017,NSE,NPST,,NPST INE0FFK01017 544396 NPST Network People Services Technologies Ltd,true
NRAIL,N R Agarwal Industries Limited,NSE Equity,EQ,INE740D01017,NSE,NRAIL,,NRAIL INE740D01017 516082 NRAIL NR Agarwal Industries Ltd,true
NRBBEARING,NRB Bearing Limited,NSE Equity,EQ,INE349A01021,NSE,NRBBEARING,,NRBBEARING INE349A01021 530367 NRBBEARING NRB Bearings Ltd,true
NRL,Nupur Recyclers Limited,NSE Equity,BE,INE0JM501013,NSE,NRL,,NRL INE0JM501013,true
NSIL,Nalwa Sons Investments Limited,NSE Equity,EQ,INE023A01030,NSE,NSIL,,NSIL INE023A01030 532256 NSIL Nalwa Sons Investments Ltd,true
NSLNISP,NMDC Steel Limited,Metals & Mining,EQ,INE0NNS01018,NSE,NSLNISP,,NSLNISP INE0NNS01018 543768 NSLNISP NMDC Steel Ltd,true
NTPC,NTPC Limited,Power,EQ,INE733E01010,NSE,NTPC,,NTPC INE733E01010 532555 NTPC NTPC Ltd,true
NTPCGREEN,NTPC Green Energy Limited,Power,EQ,INE0ONG01011,NSE,NTPCGREEN,,NTPCGREEN INE0ONG01011 544289 NTPCGREEN NTPC Green Energy Ltd,true
NUCLEUS,Nucleus Software Exports Limited,NSE Equity,EQ,INE096B01018,NSE,NUCLEUS,,NUCLEUS INE096B01018 531209 NUCLEUS Nucleus Software Exports Ltd,true
NURECA,Nureca Limited,NSE Equity,EQ,INE0DSF01015,NSE,NURECA,,NURECA INE0DSF01015 543264 NURECA Nureca Ltd,true
NUVAMA,Nuvama Wealth Management Limited,Financial Services,EQ,INE531F01023,NSE,NUVAMA,,NUVAMA INE531F01023 543988 NUVAMA Nuvama Wealth Management Ltd,true
NUVOCO,Nuvoco Vistas Corporation Limited,Construction Materials,EQ,INE118D01016,NSE,NUVOCO,,NUVOCO INE118D01016 543334 NUVOCO Nuvoco Vistas Corporation Ltd,true
NYKAA,FSN E-Commerce Ventures Limited,Consumer Services,EQ,INE388Y01029,NSE,NYKAA,,NYKAA INE388Y01029 543384 NYKAA FSN E-Commerce Ventures Ltd,true
OAL,Oriental Aromatics Limited,NSE Equity,EQ,INE959C01023,NSE,OAL,,OAL INE959C01023 500078 OAL Oriental Aromatics Ltd,true
OBCL,OBCL Limited,NSE Equity,EQ,INE426Z01016,NSE,OBCL,,OBCL INE426Z01016 541206 OBCL OBCL Ltd,true
OBEROIRLTY,Oberoi Realty Limited,Realty,EQ,INE093I01010,NSE,OBEROIRLTY,,OBEROIRLTY INE093I01010 533273 OBEROIRLTY Oberoi Realty Ltd,true
OCCLLTD,OCCL Limited,NSE Equity,BE,INE0PK601023,NSE,OCCLLTD,,OCCLLTD INE0PK601023 544278 OCCLLTD OCCL Ltd,true
ODIGMA,Odigma Consultancy Solutions Limited,NSE Equity,BE,INE054301028,NSE,ODIGMA,,ODIGMA INE054301028 544301 ODIGMA Odigma Consultancy Solutions Ltd,true
OFSS,Oracle Financial Services Software Limited,Information Technology,EQ,INE881D01027,NSE,OFSS,,OFSS INE881D01027 532466 OFSS Oracle Financial Services Software Ltd,true
OIL,Oil India Limited,Oil Gas & Consumable Fuels,EQ,INE274J01014,NSE,OIL,,OIL INE274J01014 533106 OIL Oil India Ltd,true
OILCOUNTUB,Oil Country Tubular Limited,NSE Equity,BE,INE591A01010,NSE,OILCOUNTUB,,OILCOUNTUB INE591A01010 500313 OILCOUNTUB Oil Country Tubular Ltd,true
OLAELEC,Ola Electric Mobility Limited,Automobile and Auto Components,EQ,INE0LXG01040,NSE,OLAELEC,,OLAELEC INE0LXG01040 544225 OLAELEC Ola Electric Mobility Ltd,true
OLECTRA,Olectra Greentech Limited,Automobile and Auto Components,EQ,INE260D01016,NSE,OLECTRA,,OLECTRA INE260D01016 532439 OLECTRA Olectra Greentech Ltd,true
OMAXAUTO,Omax Autos Limited,NSE Equity,BE,INE090B01011,NSE,OMAXAUTO,,OMAXAUTO INE090B01011 520021 OMAXAUTO Omax Autos Ltd,true
OMAXE,Omaxe Limited,NSE Equity,EQ,INE800H01010,NSE,OMAXE,,OMAXE INE800H01010 532880 OMAXE Omaxe Ltd,true
OMFREIGHT,Om Freight Forwarders Limited,NSE Equity,BE,INE1BZC01019,NSE,OMFREIGHT,,OMFREIGHT INE1BZC01019 544564 OMFREIGHT Om Freight Forwarders Ltd,true
OMINFRAL,OM INFRA LIMITED,NSE Equity,EQ,INE239D01028,NSE,OMINFRAL,,OMINFRAL INE239D01028 531092 OMINFRAL OM Infra Ltd,true
OMNI,Omnitech Engineering Limited,NSE Equity,EQ,INE0UH301010,NSE,OMNI,,OMNI INE0UH301010 544720 OMNI Omnitech Engineering Ltd,true
OMPOWER,Om Power Transmission Limited,NSE Equity,EQ,INE25E901019,NSE,OMPOWER,,OMPOWER INE25E901019 544750 OMPOWER Om Power Transmission Ltd,true
ONELIFECAP,Onelife Capital Advisors Limited,NSE Equity,BE,INE912L01015,NSE,ONELIFECAP,,ONELIFECAP INE912L01015 533632 ONELIFECAP Onelife Capital Advisors Ltd,true
ONEPOINT,One Point One Solutions Limited,NSE Equity,EQ,INE840Y01029,NSE,ONEPOINT,,ONEPOINT INE840Y01029 544748 ONEPOINT One Point One Solutions Ltd,true
ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,EQ,INE013P01021,NSE,ONESOURCE,,ONESOURCE INE013P01021 544292 ONESOURCE Onesource Specialty Pharma Ltd,true
ONGC,Oil & Natural Gas Corporation Limited,Oil Gas & Consumable Fuels,EQ,INE213A01029,NSE,ONGC,,ONGC INE213A01029 500312 ONGC Oil and Natural Gas Corporation Ltd,true
ONIDA,Onida Electronics Limited,NSE Equity,BE,INE831A01028,NSE,ONIDA,,ONIDA INE831A01028 500279 ONIDA Onida Electronics Ltd,true
ONMOBILE,OnMobile Global Limited,NSE Equity,BE,INE809I01019,NSE,ONMOBILE,,ONMOBILE INE809I01019 532944 ONMOBILE OnMobile Global Ltd,true
ONWARDTEC,Onward Technologies Limited,NSE Equity,EQ,INE229A01017,NSE,ONWARDTEC,,ONWARDTEC INE229A01017 517536 ONWARDTEC Onward Technologies Ltd,true
OPTIEMUS,Optiemus Infracom Limited,NSE Equity,EQ,INE350C01017,NSE,OPTIEMUS,,OPTIEMUS INE350C01017 530135 OPTIEMUS Optiemus Infracom Ltd,true
ORBTEXP,Orbit Exports Limited,NSE Equity,BE,INE231G01010,NSE,ORBTEXP,,ORBTEXP INE231G01010 512626 ORBTEXP Orbit Exports Ltd,true
ORCHASP,Orchasp Limited,NSE Equity,EQ,INE215B01022,NSE,ORCHASP,,ORCHASP INE215B01022 532271 ORCHASP Orchasp Ltd,true
ORCHPHARMA,Orchid Pharma Limited,NSE Equity,EQ,INE191A01027,NSE,ORCHPHARMA,,ORCHPHARMA INE191A01027 524372 ORCHPHARMA Orchid Pharma Ltd,true
ORICONENT,Oricon Enterprises Limited,NSE Equity,EQ,INE730A01022,NSE,ORICONENT,,ORICONENT INE730A01022 513121 ORICONENT Oricon Enterprises Ltd,true
ORIENTALTL,Oriental Trimex Limited,NSE Equity,EQ,INE998H01012,NSE,ORIENTALTL,,ORIENTALTL INE998H01012 532817 ORIENTALTL Oriental Trimex Ltd,true
ORIENTBELL,Orient Bell Limited,NSE Equity,EQ,INE607D01018,NSE,ORIENTBELL,,ORIENTBELL INE607D01018 530365 ORIENTBELL Orient Bell Ltd,true
ORIENTCEM,Orient Cement Limited,NSE Equity,EQ,INE876N01018,NSE,ORIENTCEM,,ORIENTCEM INE876N01018 535754 ORIENTCEM Orient Cement Ltd,true
ORIENTCER,ORIENT CERATECH LIMITED,NSE Equity,EQ,INE569C01020,NSE,ORIENTCER,,ORIENTCER INE569C01020 504879 ORIENTCER Orient Ceratech Ltd,true
ORIENTELEC,Orient Electric Limited,NSE Equity,EQ,INE142Z01019,NSE,ORIENTELEC,,ORIENTELEC INE142Z01019 541301 ORIENTELEC Orient Electric Ltd,true
ORIENTHOT,Oriental Hotels Limited,NSE Equity,EQ,INE750A01020,NSE,ORIENTHOT,,ORIENTHOT INE750A01020 500314 ORIENTHOT Oriental Hotels Ltd,true
ORIENTLTD,Orient Press Limited,NSE Equity,EQ,INE609C01024,NSE,ORIENTLTD,,ORIENTLTD INE609C01024 526325 ORIENTLTD Orient Press Ltd,true
ORIENTPPR,Orient Paper & Industries Limited,NSE Equity,EQ,INE592A01026,NSE,ORIENTPPR,,ORIENTPPR INE592A01026 502420 ORIENTPPR Orient Paper & Industries Ltd,true
ORIENTTECH,Orient Technologies Limited,NSE Equity,EQ,INE0PPK01015,NSE,ORIENTTECH,,ORIENTTECH INE0PPK01015 544235 ORIENTTECH Orient Technologies Ltd,true
ORISSAMINE,The Orissa Minerals Development Company Limited,NSE Equity,EQ,INE725E01024,NSE,ORISSAMINE,,ORISSAMINE INE725E01024 590086 ORISSAMINE Orissa Minerals Development Company Ltd,true
ORKLAINDIA,Orkla India Limited,NSE Equity,EQ,INE16NZ01023,NSE,ORKLAINDIA,,ORKLAINDIA INE16NZ01023 544595 ORKLAINDIA Orkla India Ltd,true
ORTEL,Ortel Communications Limited,NSE Equity,BZ,INE849L01019,NSE,ORTEL,,ORTEL INE849L01019 539015 ORTEL Ortel Communications Ltd,true
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE Equity,BE,INE749B01020,NSE,ORTINGLOBE,,ORTINGLOBE INE749B01020 539287 ORTINGLOBE Ortin Global Ltd,true
OSIAHYPER,Osia Hyper Retail Limited,NSE Equity,BE,INE06IR01021,NSE,OSIAHYPER,,OSIAHYPER INE06IR01021,true
OSWALAGRO,Oswal Agro Mills Limited,NSE Equity,BE,INE142A01012,NSE,OSWALAGRO,,OSWALAGRO INE142A01012 500317 OSWALAGRO Oswal Agro Mills Ltd,true
OSWALGREEN,Oswal Greentech Limited,NSE Equity,EQ,INE143A01010,NSE,OSWALGREEN,,OSWALGREEN INE143A01010 539290 OSWALGREEN Oswal Greentech Ltd,true
OSWALPUMPS,Oswal Pumps Limited,NSE Equity,EQ,INE0BYP01024,NSE,OSWALPUMPS,,OSWALPUMPS INE0BYP01024 544418 OSWALPUMPS Oswal Pumps Ltd,true
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,NSE Equity,EQ,INE00IK01029,NSE,OSWALSEEDS,,OSWALSEEDS INE00IK01029,true
PACEDIGITK,Pace Digitek Limited,NSE Equity,EQ,INE0S3G01027,NSE,PACEDIGITK,,PACEDIGITK INE0S3G01027 544550 PACEDIGITK Pace Digitek Ltd,true
PAGEIND,Page Industries Limited,Textiles,EQ,INE761H01022,NSE,PAGEIND,,PAGEIND INE761H01022 532827 PAGEIND Page Industries Ltd,true
PAISALO,Paisalo Digital Limited,NSE Equity,EQ,INE420C01059,NSE,PAISALO,,PAISALO INE420C01059 532900 PAISALO Paisalo Digital Ltd,true
PAKKA,PAKKA LIMITED,NSE Equity,EQ,INE551D01018,NSE,PAKKA,,PAKKA INE551D01018 516030 PAKKA Pakka Ltd,true
PALASHSECU,Palash Securities Limited,NSE Equity,EQ,INE471W01019,NSE,PALASHSECU,,PALASHSECU INE471W01019 540648 PALASHSECU Palash Securities Ltd,true
PALREDTEC,Palred Technologies Limited,NSE Equity,BE,INE218G01033,NSE,PALREDTEC,,PALREDTEC INE218G01033 532521 PALREDTEC Palred Technologies Ltd,true
PANACEABIO,Panacea Biotec Limited,NSE Equity,EQ,INE922B01023,NSE,PANACEABIO,,PANACEABIO INE922B01023 531349 PANACEABIO Panacea Biotec Ltd,true
PANACHE,Panache Digilife Limited,NSE Equity,BE,INE895W01019,NSE,PANACHE,,PANACHE INE895W01019,true
PANAMAPET,Panama Petrochem Limited,NSE Equity,EQ,INE305C01029,NSE,PANAMAPET,,PANAMAPET INE305C01029 524820 PANAMAPET Panama Petrochem Ltd,true
PANSARI,Pansari Developers Limited,NSE Equity,EQ,INE697V01011,NSE,PANSARI,,PANSARI INE697V01011,true
PAR,Par Drugs And Chemicals Limited,NSE Equity,EQ,INE04LG01015,NSE,PAR,,PAR INE04LG01015,true
PARACABLES,Paramount Communications Limited,NSE Equity,EQ,INE074B01023,NSE,PARACABLES,,PARACABLES INE074B01023 530555 PARACABLES Paramount Communications Ltd,true
PARADEEP,Paradeep Phosphates Limited,Chemicals,EQ,INE088F01024,NSE,PARADEEP,,PARADEEP INE088F01024 543530 PARADEEP Paradeep Phosphates Ltd,true
PARAGMILK,Parag Milk Foods Limited,NSE Equity,EQ,INE883N01014,NSE,PARAGMILK,,PARAGMILK INE883N01014 539889 PARAGMILK Parag Milk Foods Ltd,true
PARAS,Paras Defence and Space Technologies Limited,NSE Equity,EQ,INE045601023,NSE,PARAS,,PARAS INE045601023 543367 PARAS Paras Defence and Space Technologies Ltd,true
PARASPETRO,Paras Petrofils Limited,NSE Equity,EQ,INE162C01024,NSE,PARASPETRO,,PARASPETRO INE162C01024 521246 PARASPETRO Paras Petrofils Ltd,true
PARKHOSPS,Park Medi World Limited,NSE Equity,EQ,INE119201023,NSE,PARKHOSPS,,PARKHOSPS INE119201023 544645 PARKHOSPS Park Medi World Ltd,true
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,NSE Equity,EQ,INE988S01028,NSE,PARKHOTELS,,PARKHOTELS INE988S01028 544111 PARKHOTELS Apeejay Surrendra Park Hotels Ltd,true
PARSVNATH,Parsvnath Developers Limited,NSE Equity,BE,INE561H01026,NSE,PARSVNATH,,PARSVNATH INE561H01026 532780 PARSVNATH Parsvnath Developers Ltd,true
PASHUPATI,Pashupati Cotspin Limited,NSE Equity,EQ,INE124Y01028,NSE,PASHUPATI,,PASHUPATI INE124Y01028 544448 PASHUPATI Pashupati Cotspin Ltd,true
PASUPTAC,Pasupati Acrylon Limited,NSE Equity,BE,INE818B01023,NSE,PASUPTAC,,PASUPTAC INE818B01023 500456 PASUPTAC Pasupati Acrylon Ltd,true
PATANJALI,Patanjali Foods Limited,Fast Moving Consumer Goods,EQ,INE619A01035,NSE,PATANJALI,,PATANJALI INE619A01035 500368 PATANJALI Patanjali Foods Ltd,true
PATELENG,Patel Engineering Limited,NSE Equity,EQ,INE244B01030,NSE,PATELENG,,PATELENG INE244B01030 531120 PATELENG Patel Engineering Ltd,true
PATELRMART,Patel Retail Limited,NSE Equity,EQ,INE0R8B01010,NSE,PATELRMART,,PATELRMART INE0R8B01010 544487 PATELRMART Patel Retail Ltd,true
PATINTLOG,Patel Integrated Logistics Limited,NSE Equity,BE,INE529D01014,NSE,PATINTLOG,,PATINTLOG INE529D01014 526381 PATINTLOG Patel Integrated Logistics Ltd,true
PAUSHAKLTD,Paushak Limited,NSE Equity,EQ,INE111F01024,NSE,PAUSHAKLTD,,PAUSHAKLTD INE111F01024 532742 PAUSHAKLTD Paushak Ltd,true
PAVNAIND,Pavna Industries Limited,NSE Equity,EQ,INE07S101038,NSE,PAVNAIND,,PAVNAIND INE07S101038 543915 PAVNAIND Pavna Industries Ltd,true
PAYTM,One 97 Communications Limited,Financial Services,EQ,INE982J01020,NSE,PAYTM,,PAYTM INE982J01020 543396 PAYTM One 97 Communications Ltd,true
PCBL,PCBL Chemical Limited,Chemicals,EQ,INE602A01031,NSE,PCBL,,PCBL INE602A01031 506590 PCBL PCBL Chemical Ltd,true
PCJEWELLER,PC Jeweller Limited,NSE Equity,EQ,INE785M01021,NSE,PCJEWELLER,,PCJEWELLER INE785M01021 534809 PCJEWELLER PC Jeweller Ltd,true
PDMJEPAPER,Pudumjee Paper Products Limited,NSE Equity,EQ,INE865T01018,NSE,PDMJEPAPER,,PDMJEPAPER INE865T01018 539785 PDMJEPAPER Pudumjee Paper Products Ltd,true
PDSL,PDS Limited,NSE Equity,EQ,INE111Q01021,NSE,PDSL,,PDSL INE111Q01021 538730 PDSL PDS Ltd,true
PEARLPOLY,Pearl Polymers Limited,NSE Equity,BE,INE844A01013,NSE,PEARLPOLY,,PEARLPOLY INE844A01013 523260 PEARLPOLY PEARL Polymers Ltd,true
PENIND,Pennar Industries Limited,NSE Equity,EQ,INE932A01024,NSE,PENIND,,PENIND INE932A01024 513228 PENIND Pennar Industries Ltd,true
PENINLAND,Peninsula Land Limited,NSE Equity,BE,INE138A01028,NSE,PENINLAND,,PENINLAND INE138A01028 503031 PENINLAND Peninsula Land Ltd,true
PERSISTENT,Persistent Systems Limited,Information Technology,EQ,INE262H01021,NSE,PERSISTENT,,PERSISTENT INE262H01021 533179 PERSISTENT Persistent Systems Ltd,true
PETRONET,Petronet LNG Limited,Oil Gas & Consumable Fuels,EQ,INE347G01014,NSE,PETRONET,,PETRONET INE347G01014 532522 PETRONET Petronet LNG Ltd,true
PFC,Power Finance Corporation Limited,Financial Services,EQ,INE134E01011,NSE,PFC,,PFC INE134E01011 532810 PFC Power Finance Corporation Ltd,true
PFIZER,Pfizer Limited,Healthcare,EQ,INE182A01018,NSE,PFIZER,,PFIZER INE182A01018 500680 PFIZER Pfizer Ltd,true
PFOCUS,Prime Focus Limited,Media Entertainment & Publication,EQ,INE367G01038,NSE,PFOCUS,,PFOCUS INE367G01038 532748 PFOCUS Prime Focus Ltd,true
PFS,PTC India Financial Services Limited,NSE Equity,EQ,INE560K01014,NSE,PFS,,PFS INE560K01014 533344 PFS PTC India Financial Services Ltd,true
PGEL,PG Electroplast Limited,Consumer Durables,EQ,INE457L01029,NSE,PGEL,,PGEL INE457L01029 533581 PGEL PG Electroplast Ltd,true
PGHH,Procter & Gamble Hygiene and Health Care Limited,NSE Equity,EQ,INE179A01014,NSE,PGHH,,PGHH INE179A01014 500459 PGHH Procter & Gamble Hygiene and Health Care Ltd,true
PGHL,Procter & Gamble Health Limited,NSE Equity,EQ,INE199A01012,NSE,PGHL,,PGHL INE199A01012 500126 PGHL Procter & Gamble Health Ltd,true
PGIL,Pearl Global Industries Limited,NSE Equity,EQ,INE940H01022,NSE,PGIL,,PGIL INE940H01022 532808 PGIL Pearl Global Industries Ltd,true
PHOENIXLTD,The Phoenix Mills Limited,Realty,EQ,INE211B01039,NSE,PHOENIXLTD,,PHOENIXLTD INE211B01039 503100 PHOENIXLTD The Phoenix Mills Ltd,true
PICCADIL,Piccadily Agro Industries Limited,NSE Equity,EQ,INE546C01010,NSE,PICCADIL,,PICCADIL INE546C01010 530305 PICCADIL Piccadily Agro Industries Ltd,true
PIDILITIND,Pidilite Industries Limited,Chemicals,EQ,INE318A01026,NSE,PIDILITIND,,PIDILITIND INE318A01026 500331 PIDILITIND Pidilite Industries Ltd,true
PIGL,Power & Instrumentation (Gujarat) Limited,NSE Equity,EQ,INE557Z01018,NSE,PIGL,,PIGL INE557Z01018 543912 PIGL Power and Instrumentation (Gujarat) Ltd,true
PIIND,PI Industries Limited,Chemicals,EQ,INE603J01030,NSE,PIIND,,PIIND INE603J01030 523642 PIIND PI Industries Ltd,true
