symbol,name,industry,series,isin,exchange,trading_symbol,scrip_code,search_aliases,enabled
BSE:522183,ITL Industries Ltd,BSE Equity,X,INE478D01014,BSE,ITL,522183,522183 ITL INE478D01014 ITL Industries Ltd,true
BSE:522207,Rasandik Engineering Industries India Ltd,BSE Equity,X,INE682D01011,BSE,RASANDIK,522207,522207 RASANDIK INE682D01011 Rasandik Engineering Industries India Ltd,true
BSE:522209,Yogi Sungwon (India) Ltd,BSE Equity,XT,INE429B01011,BSE,YOGISUNG,522209,522209 YOGISUNG INE429B01011 Yogi Sungwon (India) Ltd,true
BSE:522229,Taneja Aerospace & Aviation Ltd,BSE Equity,X,INE692C01020,BSE,TANAA,522229,522229 TANAA INE692C01020 Taneja Aerospace & Aviation Ltd,true
BSE:522231,Conart Engineers Ltd,BSE Equity,X,INE714D01020,BSE,CONART,522231,522231 CONART INE714D01020 Conart Engineers Ltd,true
BSE:522235,Minal Industries Ltd,BSE Equity,X,INE097E01028,BSE,MINALIND,522235,522235 MINALIND INE097E01028 Minal Industries Ltd,true
BSE:522237,Shivagrico Implements Ltd,BSE Equity,X,INE092H01014,BSE,SHIVAGR,522237,522237 SHIVAGR INE092H01014 Shivagrico Implements Ltd,true
BSE:522251,Cenlub Industries Ltd,BSE Equity,X,INE627F01011,BSE,CENLUB,522251,522251 CENLUB INE627F01011 Cenlub Industries Ltd,true
BSE:522267,Veejay Lakshmi Engineering Works Ltd,BSE Equity,X,INE466D01019,BSE,VJLAXMIE,522267,522267 VJLAXMIE INE466D01019 Veejay Lakshmi Engineering Works Ltd,true
BSE:522273,Ahmedabad Steelcraft Ltd,BSE Equity,XT,INE868C01018,BSE,AHMDSTE,522273,522273 AHMDSTE INE868C01018 Ahmedabad Steelcraft Ltd,true
BSE:522289,NMS Global Ltd,BSE Equity,X,INE169F01014,BSE,NMSGLOBAL,522289,522289 NMSGLOBAL INE169F01014 NMS Global Ltd,true
BSE:522292,Candour Techtex Ltd,BSE Equity,X,INE713D01055,BSE,CANDOUR,522292,522292 CANDOUR INE713D01055 Candour Techtex Ltd,true
BSE:522294,T & I Global Ltd,BSE Equity,X,INE811B01010,BSE,TIGLOB,522294,522294 TIGLOB INE811B01010 T & I Global Ltd,true
BSE:522650,Bemco Hydraulics Ltd,BSE Equity,X,INE142E01022,BSE,BEMHY,522650,522650 BEMHY INE142E01022 Bemco Hydraulics Ltd,true
BSE:523007,Ansal Buildwell Ltd,BSE Equity,X,INE030C01015,BSE,ANSALBU,523007,523007 ANSALBU INE030C01015 Ansal Buildwell Ltd,true
BSE:523019,BN Rathi Securities Ltd,BSE Equity,X,INE710D01028,BSE,BNRSEC,523019,523019 BNRSEC INE710D01028 BN Rathi Securities Ltd,true
BSE:523021,Rishi Techtex Ltd,BSE Equity,X,INE989D01010,BSE,RISHITECH,523021,523021 RISHITECH INE989D01010 Rishi Techtex Ltd,true
BSE:523031,A D S Diagnostics Ltd,BSE Equity,Y,,BSE,ADSDIAG,523031,523031 ADSDIAG A D S Diagnostics Ltd,true
BSE:523054,Binayak Tex Processors Ltd,BSE Equity,XT,INE626H01019,BSE,ZBINTXPP,523054,523054 ZBINTXPP INE626H01019 Binayak Tex Processors Ltd,true
BSE:523062,JJ Finance Corporation Ltd,BSE Equity,X,INE584C01011,BSE,JJFINCOR,523062,523062 JJFINCOR INE584C01011 JJ Finance Corporation Ltd,true
BSE:523100,Cosmo Ferrites Ltd,BSE Equity,XT,INE124B01018,BSE,COSMOFE,523100,523100 COSMOFE INE124B01018 Cosmo Ferrites Ltd,true
BSE:523105,Cropster Agro Ltd,BSE Equity,T,INE293E01031,BSE,CROPSTER,523105,523105 CROPSTER INE293E01031 Cropster Agro Ltd,true
BSE:523113,Futuristic Securities Ltd,BSE Equity,X,INE425D01015,BSE,FUTURSEC,523113,523113 FUTURSEC INE425D01015 Futuristic Securities Ltd,true
BSE:523116,Sanco Trans Ltd,BSE Equity,X,INE391G01012,BSE,SANCTRN,523116,523116 SANCTRN INE391G01012 Sanco Trans Ltd,true
BSE:523120,Thrive Future Habitats Ltd,BSE Equity,X,INE628D01014,BSE,THRIVE,523120,523120 THRIVE INE628D01014 Thrive Future Habitats Ltd,true
BSE:523144,Medi Caps Ltd,BSE Equity,X,INE442D01010,BSE,MEDICAPQ,523144,523144 MEDICAPQ INE442D01010 Medi Caps Ltd,true
BSE:523151,OTCO International Ltd,BSE Equity,XT,INE910B01028,BSE,OTCO,523151,523151 OTCO INE910B01028 OTCO International Ltd,true
BSE:523160,Foseco Crucible (India) Ltd,BSE Equity,X,INE599F01020,BSE,FOSECOC,523160,523160 FOSECOC INE599F01020 Foseco Crucible (India) Ltd,true
BSE:523186,B&A Packaging India Ltd,BSE Equity,X,INE00FM01013,BSE,BAPACK,523186,523186 BAPACK INE00FM01013 B&A Packaging India Ltd,true
BSE:523222,SRM Energy Ltd,BSE Equity,XT,INE173J01018,BSE,SRMENERGY,523222,523222 SRMENERGY INE173J01018 SRM Energy Ltd,true
BSE:523232,Continental Petroleums Ltd,BSE Equity,X,INE369D01023,BSE,CONTPTR,523232,523232 CONTPTR INE369D01023 Continental Petroleums Ltd,true
BSE:523242,NB Footwear Ltd,BSE Equity,P,INE006F01018,BSE,NBFOOT,523242,523242 NBFOOT INE006F01018 NB Footwear Ltd,true
BSE:523248,Machino Plastics Ltd,BSE Equity,X,INE082B01018,BSE,MACPLASQ,523248,523248 MACPLASQ INE082B01018 Machino Plastics Ltd,true
BSE:523289,Rama Vision Ltd,BSE Equity,X,INE763B01013,BSE,RAMAVISION,523289,523289 RAMAVISION INE763B01013 Rama Vision Ltd,true
BSE:523309,Shri Gang Industries & Allied Products Ltd,BSE Equity,X,INE241V01018,BSE,SHRIGANG,523309,523309 SHRIGANG INE241V01018 Shri Gang Industries & Allied Products Ltd,true
BSE:523315,Purity Flexpack Ltd,BSE Equity,P,INE898O01010,BSE,PURITY,523315,523315 PURITY INE898O01010 Purity Flexpack Ltd,true
BSE:523343,Microse India Ltd,BSE Equity,XT,INE809F01015,BSE,MICROSE,523343,523343 MICROSE INE809F01015 Microse India Ltd,true
BSE:523373,Mini Diamonds India Ltd,BSE Equity,X,INE281E01028,BSE,MINID,523373,523373 MINID INE281E01028 Mini Diamonds India Ltd,true
BSE:523387,HOMRE Ltd,BSE Equity,XT,INE982C01033,BSE,HOM,523387,523387 HOM INE982C01033 HOMRE Ltd,true
BSE:523411,ADC India Communications Ltd,BSE Equity,XT,INE833A01016,BSE,ADCINDIA,523411,523411 ADCINDIA INE833A01016 ADC India Communications Ltd,true
BSE:523425,Sunraj Diamond Exports Ltd,BSE Equity,XT,INE459D01014,BSE,SUNRAJDI,523425,523425 SUNRAJDI INE459D01014 Sunraj Diamond Exports Ltd,true
BSE:523465,Ind Bank Housing Ltd,BSE Equity,B,INE969D01012,BSE,INDBNK,523465,523465 INDBNK INE969D01012 Ind Bank Housing Ltd,true
BSE:523467,Jai Mata Glass Ltd,BSE Equity,XT,INE250C01027,BSE,JAIMATAG,523467,523467 JAIMATAG INE250C01027 Jai Mata Glass Ltd,true
BSE:523475,Lotus Chocolate Company Ltd,BSE Equity,B,INE026D01011,BSE,LOTUSCHO,523475,523475 LOTUSCHO INE026D01011 Lotus Chocolate Company Ltd,true
BSE:523483,Pacific Industries Ltd,BSE Equity,X,INE883C01025,BSE,PACIFICI,523483,523483 PACIFICI INE883C01025 Pacific Industries Ltd,true
BSE:523489,Chennai Meenakshi Multispeciality Hospital Ltd,BSE Equity,X,INE889F01017,BSE,CMMHOSP,523489,523489 CMMHOSP INE889F01017 Chennai Meenakshi Multispeciality Hospital Ltd,true
BSE:523519,Universal Office Automation Ltd,BSE Equity,XT,INE951C01012,BSE,UNIOFFICE,523519,523519 UNIOFFICE INE951C01012 Universal Office Automation Ltd,true
BSE:523537,APM Industries Ltd,BSE Equity,X,INE170D01025,BSE,APMIN,523537,523537 APMIN INE170D01025 APM Industries Ltd,true
BSE:523550,Krypton Industries Ltd,BSE Equity,X,INE951B01014,BSE,KRYPTONQ,523550,523550 KRYPTONQ INE951B01014 Krypton Industries Ltd,true
BSE:523558,Swiss Military Consumer Goods Ltd,BSE Equity,X,INE010C01025,BSE,SWISSMLTRY,523558,523558 SWISSMLTRY INE010C01025 Swiss Military Consumer Goods Ltd,true
BSE:523566,Martin Burn Ltd,BSE Equity,X,INE199D01016,BSE,MARBU,523566,523566 MARBU INE199D01016 Martin Burn Ltd,true
BSE:523586,Indian Toners & Developers Ltd,BSE Equity,X,INE826B01026,BSE,INDTONER,523586,523586 INDTONER INE826B01026 Indian Toners & Developers Ltd,true
BSE:523594,Kunststoffe Industries Ltd,BSE Equity,X,INE638D01021,BSE,KUNSTOFF,523594,523594 KUNSTOFF INE638D01021 Kunststoffe Industries Ltd,true
BSE:523620,Phaarmasia Ltd,BSE Equity,X,INE486I01016,BSE,PHRMASI,523620,523620 PHRMASI INE486I01016 Phaarmasia Ltd,true
BSE:523638,IP Rings Ltd,BSE Equity,X,INE558A01019,BSE,IPRINGLTD,523638,523638 IPRINGLTD INE558A01019 IP Rings Ltd,true
BSE:523650,Yash Innoventures Ltd,BSE Equity,X,INE823D01011,BSE,YASHINNO,523650,523650 YASHINNO INE823D01011 Yash Innoventures Ltd,true
BSE:523652,Kkalpana Plastick Ltd,BSE Equity,XT,INE465K01016,BSE,KKPLASTICK,523652,523652 KKPLASTICK INE465K01016 Kkalpana Plastick Ltd,true
BSE:523660,Waterbase Ltd,BSE Equity,X,INE054C01015,BSE,WATERBASE,523660,523660 WATERBASE INE054C01015 Waterbase Ltd,true
BSE:523672,Flex Foods Ltd,BSE Equity,X,INE954B01018,BSE,FLEXFO,523672,523672 FLEXFO INE954B01018 Flex Foods Ltd,true
BSE:523676,Golkunda Diamonds & Jewellery Ltd,BSE Equity,X,INE798D01015,BSE,GOLKUNDIA,523676,523676 GOLKUNDIA INE798D01015 Golkunda Diamonds & Jewellery Ltd,true
BSE:523696,Fortis Malar Hospitals Ltd,BSE Equity,X,INE842B01015,BSE,FORTISMLR,523696,523696 FORTISMLR INE842B01015 Fortis Malar Hospitals Ltd,true
BSE:523722,Svam Software Ltd,BSE Equity,X,INE119B01018,BSE,SVAMSOF,523722,523722 SVAMSOF INE119B01018 Svam Software Ltd,true
BSE:523732,Ecoboard Industries Ltd,BSE Equity,X,INE866A01016,BSE,ECOBOAR,523732,523732 ECOBOAR INE866A01016 Ecoboard Industries Ltd,true
BSE:523752,Trans India House Impex Ltd,BSE Equity,XT,INE502D01011,BSE,TIHIL,523752,523752 TIHIL INE502D01011 Trans India House Impex Ltd,true
BSE:523782,Mitshi India Ltd,BSE Equity,X,INE844D01017,BSE,MITSHI,523782,523782 MITSHI INE844D01017 Mitshi India Ltd,true
BSE:523790,Shukra Jewellery Ltd,BSE Equity,P,INE344E01016,BSE,SHUKJEW,523790,523790 SHUKJEW INE344E01016 Shukra Jewellery Ltd,true
BSE:523826,Sovereign Diamonds Ltd,BSE Equity,X,INE959D01013,BSE,SOVERDIA,523826,523826 SOVERDIA INE959D01013 Sovereign Diamonds Ltd,true
BSE:523832,Mukat Pipes Ltd,BSE Equity,XT,INE862C01029,BSE,MUKATPIP,523832,523832 MUKATPIP INE862C01029 Mukat Pipes Ltd,true
BSE:523840,Innovative Tech Pack Ltd,BSE Equity,X,INE965C01038,BSE,INNOVTEC,523840,523840 INNOVTEC INE965C01038 Innovative Tech Pack Ltd,true
BSE:523842,Super Tannery Ltd,BSE Equity,X,INE460D01038,BSE,SUPTANERY,523842,523842 SUPTANERY INE460D01038 Super Tannery Ltd,true
BSE:523844,Constronics Infra Ltd,BSE Equity,X,INE537B01011,BSE,CONSTRONIC,523844,523844 CONSTRONIC INE537B01011 Constronics Infra Ltd,true
BSE:523850,Axtel Industries Ltd,BSE Equity,X,INE767C01012,BSE,AXTEL,523850,523850 AXTEL INE767C01012 Axtel Industries Ltd,true
BSE:523874,East India Drums and Barrels Manufacturing Ltd,BSE Equity,XT,INE191C01023,BSE,EASTINDIA,523874,523874 EASTINDIA INE191C01023 East India Drums and Barrels Manufacturing Ltd,true
BSE:523888,Megamont Ltd,BSE Equity,XT,INE317D01014,BSE,MEGAMONT,523888,523888 MEGAMONT INE317D01014 Megamont Ltd,true
BSE:524031,Patidar Buildcon Ltd,BSE Equity,X,INE637N01014,BSE,PATIDAR,524031,524031 PATIDAR INE637N01014 Patidar Buildcon Ltd,true
BSE:524038,Venlon Enterprises Ltd,BSE Equity,X,INE204D01022,BSE,VENLONENT,524038,524038 VENLONENT INE204D01022 Venlon Enterprises Ltd,true
BSE:524046,Pet Plastics Ltd,BSE Equity,XT,INE704F01018,BSE,PETPLST,524046,524046 PETPLST INE704F01018 Pet Plastics Ltd,true
BSE:524055,Panther Industrial Products Ltd,BSE Equity,XT,INE181D01014,BSE,PANIDPR,524055,524055 PANIDPR INE181D01014 Panther Industrial Products Ltd,true
BSE:524080,Haryana Leather Chemicals Ltd,BSE Equity,X,INE681F01018,BSE,HARLETH,524080,524080 HARLETH INE681F01018 Haryana Leather Chemicals Ltd,true
BSE:524136,Pee Cee Cosma Sope Ltd,BSE Equity,X,INE417E01010,BSE,PCCOSMA,524136,524136 PCCOSMA INE417E01010 Pee Cee Cosma Sope Ltd,true
BSE:524156,TCM Ltd,BSE Equity,X,INE034F01010,BSE,TCMLMTD,524156,524156 TCMLMTD INE034F01010 TCM Ltd,true
BSE:524174,Kesar Petroproducts Ltd,BSE Equity,X,INE133C01033,BSE,KESARPE,524174,524174 KESARPE INE133C01033 Kesar Petroproducts Ltd,true
BSE:524202,Lactose India Ltd,BSE Equity,X,INE058I01013,BSE,LACTOSE,524202,524202 LACTOSE INE058I01013 Lactose India Ltd,true
BSE:524204,Teesta Agro Industries Ltd,BSE Equity,X,INE757D01011,BSE,TEEAI,524204,524204 TEEAI INE757D01011 Teesta Agro Industries Ltd,true
BSE:524210,Pentokey Organy India Ltd,BSE Equity,X,INE702E01015,BSE,PNTKYOR,524210,524210 PNTKYOR INE702E01015 Pentokey Organy India Ltd,true
BSE:524218,Resonance Specialties Ltd,BSE Equity,XT,INE486D01017,BSE,RESONANCE,524218,524218 RESONANCE INE486D01017 Resonance Specialties Ltd,true
BSE:524238,Gujarat Inject Kerala Ltd,BSE Equity,XT,INE659F01022,BSE,GUJINJEC,524238,524238 GUJINJEC INE659F01022 Gujarat Inject Kerala Ltd,true
BSE:524288,Aimco Pesticides Ltd,BSE Equity,X,INE008B01013,BSE,AIMCOPEST,524288,524288 AIMCOPEST INE008B01013 Aimco Pesticides Ltd,true
BSE:524314,Gujarat Terce Laboratories Ltd,BSE Equity,X,INE499G01013,BSE,GUJTERC,524314,524314 GUJTERC INE499G01013 Gujarat Terce Laboratories Ltd,true
BSE:524322,Kabra Drugs Ltd,BSE Equity,X,INE323K01017,BSE,KABRADG,524322,524322 KABRADG INE323K01017 Kabra Drugs Ltd,true
BSE:524336,Shree Hari Chemicals Export Ltd,BSE Equity,X,INE065E01017,BSE,SHHARICH,524336,524336 SHHARICH INE065E01017 Shree Hari Chemicals Export Ltd,true
BSE:524400,Ishita Drugs & Industries Ltd,BSE Equity,X,INE806D01016,BSE,ISHITADR,524400,524400 ISHITADR INE806D01016 Ishita Drugs & Industries Ltd,true
BSE:524408,Universal Starch Chem Allied Ltd,BSE Equity,XT,INE113E01015,BSE,UNIVSTAR,524408,524408 UNIVSTAR INE113E01015 Universal Starch Chem Allied Ltd,true
BSE:524414,Norris Medicines Ltd,BSE Equity,X,INE744C01029,BSE,NORRIS,524414,524414 NORRIS INE744C01029 Norris Medicines Ltd,true
BSE:524434,Asian Petroproducts & Exports Ltd,BSE Equity,X,INE810M01019,BSE,ASINPET,524434,524434 ASINPET INE810M01019 Asian Petroproducts & Exports Ltd,true
BSE:524440,Camex Ltd,BSE Equity,X,INE198C01010,BSE,CAMEXLTD,524440,524440 CAMEXLTD INE198C01010 Camex Ltd,true
BSE:524444,Evexia Lifecare Ltd,BSE Equity,XT,INE313M01030,BSE,EVEXIA,524444,524444 EVEXIA INE313M01030 Evexia Lifecare Ltd,true
BSE:524458,Indo Euro Indchem Ltd,BSE Equity,X,INE319N01019,BSE,INDOEURO,524458,524458 INDOEURO INE319N01019 Indo Euro Indchem Ltd,true
BSE:524480,Riddhi Siddhi Gluco Biols Ltd,BSE Equity,XT,INE249D01019,BSE,RIDDHI,524480,524480 RIDDHI INE249D01019 Riddhi Siddhi Gluco Biols Ltd,true
BSE:524488,SVC INDUSTRIES Ltd,BSE Equity,X,INE038B01010,BSE,SVCIND,524488,524488 SVCIND INE038B01010 SVC INDUSTRIES Ltd,true
BSE:524502,Raaj Medisafe India Ltd,BSE Equity,P,INE548H01015,BSE,RAAJMEDI,524502,524502 RAAJMEDI INE548H01015 Raaj Medisafe India Ltd,true
BSE:524504,Revati Media Ltd,BSE Equity,XT,INE270D01015,BSE,REVAMEDIA,524504,524504 REVAMEDIA INE270D01015 Revati Media Ltd,true
BSE:524506,Coral Laboratories Ltd,BSE Equity,XT,INE683E01017,BSE,CORALAB,524506,524506 CORALAB INE683E01017 Coral Laboratories Ltd,true
BSE:524514,Tulasee Bio Ethanol Ltd,BSE Equity,ZP,INE276N01011,BSE,TULASEEBIOE,524514,524514 TULASEEBIOE INE276N01011 Tulasee Bio Ethanol Ltd,true
BSE:524516,Bacil Pharma Ltd,BSE Equity,X,INE711D01018,BSE,BACPHAR,524516,524516 BACPHAR INE711D01018 Bacil Pharma Ltd,true
BSE:524520,KMC Speciality Hospitals (India) Ltd,BSE Equity,B,INE879K01018,BSE,KMCSHIL,524520,524520 KMCSHIL INE879K01018 KMC Speciality Hospitals (India) Ltd,true
BSE:524522,Laffans Petrochemicals Ltd,BSE Equity,X,INE919B01011,BSE,LAFFANSQ,524522,524522 LAFFANSQ INE919B01011 Laffans Petrochemicals Ltd,true
BSE:524534,Bhaskar Agrochemicals Ltd,BSE Equity,X,INE972C01018,BSE,BHASKAGR,524534,524534 BHASKAGR INE972C01018 Bhaskar Agrochemicals Ltd,true
BSE:524548,Sharma East India Hospitals & Medical Research Ltd,BSE Equity,X,INE465H01012,BSE,SHARMEH,524548,524548 SHARMEH INE465H01012 Sharma East India Hospitals & Medical Research Ltd,true
BSE:524564,Gayatri BioOrganics Ltd,BSE Equity,X,INE052E01015,BSE,GAYATRIBI,524564,524564 GAYATRIBI INE052E01015 Gayatri BioOrganics Ltd,true
BSE:524572,Pharmaids Pharmaceuticals Ltd,BSE Equity,X,INE117D01018,BSE,PHARMAID,524572,524572 PHARMAID INE117D01018 Pharmaids Pharmaceuticals Ltd,true
BSE:524576,Vivid Global Industries Ltd,BSE Equity,X,INE737C01023,BSE,VIVIDIND,524576,524576 VIVIDIND INE737C01023 Vivid Global Industries Ltd,true
BSE:524580,Priya Ltd,BSE Equity,X,INE686C01014,BSE,PRIYALT,524580,524580 PRIYALT INE686C01014 Priya Ltd,true
BSE:524582,Tirupati Starch & Chemicals Ltd,BSE Equity,X,INE314D01011,BSE,TIRUSTA,524582,524582 TIRUSTA INE314D01011 Tirupati Starch & Chemicals Ltd,true
BSE:524592,Jaysynth Orgochem Ltd,BSE Equity,X,INE263B01022,BSE,JAYSYNTH,524592,524592 JAYSYNTH INE263B01022 Jaysynth Orgochem Ltd,true
BSE:524594,Aeonx Digital Technology Ltd,BSE Equity,X,INE994D01010,BSE,AEONXDIGI,524594,524594 AEONXDIGI INE994D01010 Aeonx Digital Technology Ltd,true
BSE:524602,Bandaram Pharma Packtech Ltd,BSE Equity,X,INE875N01036,BSE,BANDARAM,524602,524602 BANDARAM INE875N01036 Bandaram Pharma Packtech Ltd,true
BSE:524604,Adline Chem Lab Ltd,BSE Equity,P,INE276T01018,BSE,ADLINE,524604,524604 ADLINE INE276T01018 Adline Chem Lab Ltd,true
BSE:524606,Beryl Drugs Ltd,BSE Equity,X,INE415H01017,BSE,BERLDRG,524606,524606 BERLDRG INE415H01017 Beryl Drugs Ltd,true
BSE:524614,IEL Ltd,BSE Equity,X,INE056E01024,BSE,INDXTRA,524614,524614 INDXTRA INE056E01024 IEL Ltd,true
BSE:524622,iStreet Network Ltd,BSE Equity,X,INE532B01020,BSE,ISTRNETWK,524622,524622 ISTRNETWK INE532B01020 iStreet Network Ltd,true
BSE:524624,Gagan Gases Ltd,BSE Equity,XT,INE076D01016,BSE,GAGAN,524624,524624 GAGAN INE076D01016 Gagan Gases Ltd,true
BSE:524628,Parker Agrochem Exports Ltd,BSE Equity,X,INE750B01010,BSE,PARKERAC,524628,524628 PARKERAC INE750B01010 Parker Agrochem Exports Ltd,true
BSE:524632,Shukra Pharmaceuticals Ltd,BSE Equity,B,INE551C01044,BSE,SHUKRAPHAR,524632,524632 SHUKRAPHAR INE551C01044 Shukra Pharmaceuticals Ltd,true
BSE:524634,Alufluoride Ltd,BSE Equity,X,INE058F01019,BSE,ALUFLUOR,524634,524634 ALUFLUOR INE058F01019 Alufluoride Ltd,true
BSE:524636,Oxygenta Pharmaceutical Ltd,BSE Equity,X,INE102E01018,BSE,OXYGENTAPH,524636,524636 OXYGENTAPH INE102E01018 Oxygenta Pharmaceutical Ltd,true
BSE:524640,Archit Organosys Ltd,BSE Equity,XT,INE078I01011,BSE,ARCHITORG,524640,524640 ARCHITORG INE078I01011 Archit Organosys Ltd,true
BSE:524661,Welcure Drugs & Pharmaceuticals Ltd,BSE Equity,X,INE331C01025,BSE,WELCURE,524661,524661 WELCURE INE331C01025 Welcure Drugs & Pharmaceuticals Ltd,true
BSE:524663,Bharat Immunologicals & Biologicals Corporation Ltd,BSE Equity,B,INE994B01014,BSE,BIBCL,524663,524663 BIBCL INE994B01014 Bharat Immunologicals & Biologicals Corporation Ltd,true
BSE:524675,Kabsons Industries Ltd,BSE Equity,XT,INE645C01010,BSE,KABSON,524675,524675 KABSON INE645C01010 Kabsons Industries Ltd,true
BSE:524687,Basant Agro Tech India Ltd,BSE Equity,X,INE473E01021,BSE,BASANTGL,524687,524687 BASANTGL INE473E01021 Basant Agro Tech India Ltd,true
BSE:524703,Sandu Pharmaceuticals Ltd,BSE Equity,X,INE751D01014,BSE,SANDUPHQ,524703,524703 SANDUPHQ INE751D01014 Sandu Pharmaceuticals Ltd,true
BSE:524711,Vista Pharmaceuticals Ltd,BSE Equity,X,INE427C01021,BSE,VISTAPH,524711,524711 VISTAPH INE427C01021 Vista Pharmaceuticals Ltd,true
BSE:524717,Titan Biotech Ltd,BSE Equity,XT,INE150C01029,BSE,TITANBIO,524717,524717 TITANBIO INE150C01029 Titan Biotech Ltd,true
BSE:524723,Arvaya Healthcare Ltd,BSE Equity,XT,INE491D01017,BSE,ARVAYA,524723,524723 ARVAYA INE491D01017 Arvaya Healthcare Ltd,true
BSE:524727,Span Divergent Ltd,BSE Equity,X,INE004E01016,BSE,SDL,524727,524727 SDL INE004E01016 Span Divergent Ltd,true
BSE:524731,Jenburkt Pharmaceuticals Ltd,BSE Equity,X,INE354A01013,BSE,JENBURPH,524731,524731 JENBURPH INE354A01013 Jenburkt Pharmaceuticals Ltd,true
BSE:524748,Link Pharma Chem Ltd,BSE Equity,X,INE302F01011,BSE,LINKPH,524748,524748 LINKPH INE302F01011 Link Pharma Chem Ltd,true
BSE:524752,Decipher Labs Ltd,BSE Equity,X,INE643N01012,BSE,DECIPHER,524752,524752 DECIPHER INE643N01012 Decipher Labs Ltd,true
BSE:524768,Emmessar Biotech & Nutrition Ltd,BSE Equity,X,INE634B01016,BSE,EMMESSA,524768,524768 EMMESSA INE634B01016 Emmessar Biotech & Nutrition Ltd,true
BSE:524790,Everest Organics Ltd,BSE Equity,X,INE334C01029,BSE,EVERESTO,524790,524790 EVERESTO INE334C01029 Everest Organics Ltd,true
BSE:524808,Phyto Chem India Ltd,BSE Equity,X,INE037C01010,BSE,PHYTO,524808,524808 PHYTO INE037C01010 Phyto Chem India Ltd,true
BSE:524818,Dynamic Industries Ltd,BSE Equity,X,INE457C01010,BSE,DYNAMIND,524818,524818 DYNAMIND INE457C01010 Dynamic Industries Ltd,true
BSE:524828,BDH Industries Ltd,BSE Equity,X,INE278D01018,BSE,BDH,524828,524828 BDH INE278D01018 BDH Industries Ltd,true
BSE:526001,Jauss Polymers Ltd,BSE Equity,X,INE593O01017,BSE,JAUSPOL,526001,526001 JAUSPOL INE593O01017 Jauss Polymers Ltd,true
BSE:526025,Globus Constructors & Developers Ltd,BSE Equity,X,INE064L01015,BSE,GLOBUSCON,526025,526025 GLOBUSCON INE064L01015 Globus Constructors & Developers Ltd,true
BSE:526043,Polymechplast Machines Ltd,BSE Equity,X,INE809B01014,BSE,POLYCHMP,526043,526043 POLYCHMP INE809B01014 Polymechplast Machines Ltd,true
BSE:526071,Stellant Securities (India) Ltd,BSE Equity,XT,INE395F01023,BSE,STELLANT,526071,526071 STELLANT INE395F01023 Stellant Securities (India) Ltd,true
BSE:526073,Galaxy Bearings Ltd,BSE Equity,XT,INE020S01012,BSE,GALXBRG,526073,526073 GALXBRG INE020S01012 Galaxy Bearings Ltd,true
BSE:526075,Rekvina Laboratories Ltd,BSE Equity,XT,INE092O01028,BSE,VINRKLB,526075,526075 VINRKLB INE092O01028 Rekvina Laboratories Ltd,true
BSE:526081,SC Agrotech Ltd,BSE Equity,XT,INE895E01017,BSE,SCAGRO,526081,526081 SCAGRO INE895E01017 SC Agrotech Ltd,true
BSE:526095,Ravileela Granites Ltd,BSE Equity,XT,INE427E01027,BSE,RALEGRA,526095,526095 RALEGRA INE427E01027 Ravileela Granites Ltd,true
BSE:526113,Uniroyal Marine Exports Ltd,BSE Equity,X,INE602H01010,BSE,UNRYLMA,526113,526113 UNRYLMA INE602H01010 Uniroyal Marine Exports Ltd,true
BSE:526115,Karan Woo Sin Ltd,BSE Equity,X,INE327D01013,BSE,KARANWO,526115,526115 KARANWO INE327D01013 Karan Woo Sin Ltd,true
BSE:526117,Shervani Industrial Syndicate Ltd,BSE Equity,X,INE011D01013,BSE,SHERVANI,526117,526117 SHERVANI INE011D01013 Shervani Industrial Syndicate Ltd,true
BSE:526133,Supertex Industries Ltd,BSE Equity,X,INE881B01054,BSE,SUPERTEX,526133,526133 SUPERTEX INE881B01054 Supertex Industries Ltd,true
BSE:526137,Shetron Ltd,BSE Equity,X,INE278C01010,BSE,SHETR,526137,526137 SHETR INE278C01010 Shetron Ltd,true
BSE:526139,Transgene Biotek Ltd,BSE Equity,X,INE773D01018,BSE,TRABI,526139,526139 TRABI INE773D01018 Transgene Biotek Ltd,true
BSE:526143,Mpl Plastics Ltd,BSE Equity,X,INE343A01016,BSE,MPL,526143,526143 MPL INE343A01016 Mpl Plastics Ltd,true
BSE:526159,Nikhil Adhesives Ltd,BSE Equity,X,INE926C01022,BSE,NIKHILAD,526159,526159 NIKHILAD INE926C01022 Nikhil Adhesives Ltd,true
BSE:526161,Spenta International Ltd,BSE Equity,X,INE175C01018,BSE,SPENTA,526161,526161 SPENTA INE175C01018 Spenta International Ltd,true
BSE:526169,Multibase India Ltd,BSE Equity,X,INE678F01014,BSE,MULTIBASE,526169,526169 MULTIBASE INE678F01014 Multibase India Ltd,true
BSE:526173,Andrew Yule & Company Ltd,BSE Equity,B,INE449C01025,BSE,ANDREWYU,526173,526173 ANDREWYU INE449C01025 Andrew Yule & Company Ltd,true
BSE:526179,Ludlow Jute & Specialities Ltd,BSE Equity,XT,INE983C01015,BSE,LUDLOWJUT,526179,526179 LUDLOWJUT INE983C01015 Ludlow Jute & Specialities Ltd,true
BSE:526187,Ashram Online.Com Ltd,BSE Equity,X,INE293C01019,BSE,ASHRAM,526187,526187 ASHRAM INE293C01019 Ashram Online.Com Ltd,true
